Username,Comment
@misbahulhaq7831,Jin kazuiya putin mai kya koi play ground khol kar rakha hu kya?maar rahe ho jaan se ya tumko maqr kar yaha ferrari track banvaya jaai bandh pe sarvo dya nagar.lko.?ok tb c i.after I to nepal.
@mouneshbadiger7397,Sweet Lahar what a song 🎵
@mouneshbadiger7397,Good song and Buteyfull seen most Like 🍓
@mouneshbadiger7397,😁👌
@history5188,I like this siong
@nrushinghasubudhi7903,Who tells money give happiness...😍
@nrushinghasubudhi7903,It's called evergreen song.... ❤️
@sanashereen8859,"This song makes you feel like you are in a forest 🌳on a full moon night 🌕 at the bank of a river with wildflowers 🌸fireflies 🪲butterflies 🦋 and fairies 🧚🏻‍♀️ around you 🥰
I remember coming back from school I used to go on the terrace while watching the sunset used to listen to this song on loop.Such wholesome and happy memories are associated with this song.Takes me back to 2008. 🥺♥️🌙"
@letsunderstand4872,Salman khan suiting sense ❣️❣️❣️❣️❣️
@SaurabhSoni_23,Bollywood song is just evolving backword
@vivekchaubey2380,Amazing 🎻🎻🎻 and song
@Nisha_Chowdhruy170,Feeling songs my Cute Favourite songs.
@nerdynorah4658,Katrina's beauty and Shreya's voice never failed to impress me
@hrkvideos3650,2022
@weirdtusshar8102,8 year old me imagining this song with my crush..😂❣
@AhrarSabbu,"It makes me recall 2007-08 badly, our +2 days. I miss those days.. Wish I cud take it back!"
@Not_Foodie,days ❤️
@bmhawking1538,"9 September,2022 till now I love this song♥️"
@smartthings2514,♥ touching
@jaynathtmishra7708,Love ❤ you M
@gowrisolanki6243,I like this song 😘👌
@imtiazmastoi2732,lots of memories are connected with this song; miss u ol friends.
@rajeevkumar3467,"Absolutely mesmerizing song of super star, thumbs up."
@rejanurrahman7878,Nostalgia of favourite childhood song
@dearlantsov,"i randomly remembered this song and now I'm drowning in nostalgia. this was my dad's favourite song back in 2008, he would play it on the radio everytime we went out for a drive. i remembered being absolutely sweeped away on that violin part. such a beautiful song"
@bharti.6855,Tabiyt teek nhi h meri bilkul bhi
@harry14745,savlon bhai flying😂😂
@bishnupaul7080,Background bhai
@shubhamvkumbhar,I used to listen this song when I was in 6th std..At that time this was my favorite song..Kudos to ARR..What a magician...
@shaddy6378,❤️‍🔥
@shahnazrupa51,I LOVE THIS SONG
@sohilkhan1396,गिरा फीकी सुपरहिट
@Purwanchal2019,Such a really hurt touching nd soulful song
@priyankatiwari6636,"Such a Amazing song..stylish ,musician rhythm."
@popalzeeok,I love this song😘😘😘
@gouravmindvlog.3557,Am watching 2022
@salimamalek3309,Yessjaniloveuiloveumarebadsayessjanlotayopasjanulotayopasjanuajaomarebahomamaresenasalagjaomarebadsa
@salimamalek3309,Mareyessmarehotummareyessmarehotummareyessmarehotummamareyesskehumaregendagemarejankehuma
@salimamalek3309,Mareyessmarehotummareyessmarehotummaresarketajmarebadsahotummarehotummatumare
@salimamalek3309,Mareyessmarehotummareyessmarehotummatumarematumare
@salimamalek3309,Mareyessmarehotummaregendagevarkasatehotummarehotummatumarehutumarehu
@salimamalek3309,Mareyessmarehotummareyessmarehotummareyessmarehotummareyessmarehotummatumaremujparsarptumarehokha
@salimamalek3309,Yessjantummarehomarehotumatumare
@letsplaygameonbike4954,2008 memories Missing those days❤🔥
@NayeemurRahman-xv9he,💙💙💙💙💙💙💙
@bhavishyakaushik4976,I remember my sister shared this song via bluetooth with me those simple days 😍✌️
@mehrubaasif4084,Mei socha Rubina or Mehtaab Meri dost hei donu Dawa tha mgr nhi thi ...
@waleed.....4947,Nice song
@tamhidahmed5685,Salman khan I love you for entertaining us such long time till now ❤️❤️❤️❤️
@aamirfaysal5352,"Nostalgia, school memories."
@madmax9769,"Damn, can't believe it's been 14 years. Used to listen to on TV a lot during school days. Salman just had that magic to carry songs like these and wow Katrina looks so stunning!"
@asif-fp4xy,"1:30 to 1:33
aise ishare toh red light area me chalte hai
😂😂😂😂😂😂😂😂😂😂😂😂"
@altafkhanpathan335,Music lovers sirf Ar Rahman ki music Search kiya karte hai❤️❤️❤️❤️❤️
@abdularman7137,The magic  by AR Rahman...
@redi6460,4:15 my favourite part
@Kevingill702,Old memories with this song ❤️❤️❤️
@TheArora5,Most handsome hunk ever
@mariavc4367,It's the first time I watch this video and listen this song and I like it. I love it. And I love the symphony. Beautiful.  I don't know what means but I like it. Tu meri dust hain
@Wisdomking77,"Ye wala Bollywood wapas chahiye …. 
❤❤❤❤❤❤"
@shivanivyas2709,I loved his chashmah look🥰😍😍
@manjrichoudhary9384,😍old memories
@ramzanmemorialeducationali2808,Hai koi yahan?
@imazahmed2499,❤️❤️❤️❤️❤️
@kajal.singh19,Must song hai friendship 😝😝
@AkhtarAli-ir3lb,❤❤
@AllTooLavenderHaze,"My entire childhood ❤❤❤
All these songs☺☺☺"
@yohitmanbang4249,performed to this son in 2nd grade <3 was obsessed witb this song
@mohdfazil9736,"Yeh song humesha Amar rahenge
Aur Insaan jab tak zinda hai 
Tab tak yaadein zinda rahengi"
@chandananimalsepala7825,🇮🇳🎧🇮🇳
@asifurrahmansrabon7560,Most beautiful song of Salman's filmography..
@moshinshaikh4877,Salman bhai look hair styles  so handsome man in the world😍
@lavincex6521,This song made me realize that Selmon Bhai can fly. Only if he knew while he was in the car with his driver.
@urban_aarnav_001,Me radio par sunta tha papa ke radio pr🥺😔😔😔🐦vo bhi kya din the kya hawa chalti thi🌻🤤
@rajdhiman8860,❤❤💞
@racheshhallad7953,I used to listen to this song on the radio on Nokia 6030 in the year 2008. those college days memories can't be returned.
@kirtiarya7760,This song gives me goosebumps lovely voice & 🎶
@PratikShankar18,My bachpan in this song ❤️
@vipinkumar-kf6jr,Can't believe they didn't get married:(
@psychouncle01,one of the best song 🎵❤🙌
@psychouncle01,one of the best song 🎵❤🙌
@tanushree2958,0:40
@sunilnagaraj2233,2022 anyone
@Kunalkaushik99,Almost 14 years since the song was released n it still gives goosebumps
@mr.traveller6116,Salman at his peak of handsomeness
@mahbubstudio6413,A. R. RAHMAN IS THE KING OF INDIAN MUSIC ❤️✅🙏
@debbanik5152,One of the most underrated song ever...! 😐
@mashrafeemahathir4534,Salman khan ki crying SCENE dekhta hoon to mujhe bhi rona ata hai 😭.otherwise i m a very sakt londa
@muktiranjanpatra4538,Karitna I love you muktiranjan super no1
@muktiranjanpatra4538,Sanchita i love you muktiranjan Keonjhar king khatara jionta tiger muktiranjan Tutu
@muktiranjanpatra4538,Very beautiful Gold flaga Keonjhar king khatara jionta tiger muktiranjan Tutu super no1
@muktiranjanpatra4538,Very beautiful song video kenjhar king khatara jionta tiger muktiranjan Tutu Super no1 good
@muktiranjanpatra4538,My favourite Actor Tiger Soloman Bhai Keonjhar king khatara jionta tiger muktiranjan Tutu super no1
@muktiranjanpatra4538,Very beautiful song video kenjhar king khatara jionta tiger muktiranjan Tutu Super no1 Good
@sunandan88,Video doesn't makes any sense.
@ayanali-vh1wo,School time memories 🤗🥺🥺 miss old days
@ijasijju1317,"How many people listening master piece 2022 ,💥💋"
@djkamleshfromkalmeshwar,Kon kon is pyaare se song ko 2022 me aaj bhi sunta hai 🥰
@syedjanibashaba9848,Ilove this song super lovable
@chessgod91,nostalgic
@mujmalTV,❤ salman khan and katrina love u
@222divinechanellings,Those teenage cum adult times of those winter 🙏✨️❤️
@222divinechanellings,Best song in modern  era bollywood .  A.r rahman music is never get old
@Healthyfoodsforever,In that time ❤️❤️❤️❤️❤️ lovly feeling ❤️❤️❤️
@pratyushkaushik7877,Both the film and songs are very underrated...... Subhash ghai shows family values in story and showmanship everywhere while rahmans music takes you to Dreamland......it's shame that Indian audience couldn't appreciate this ahead of time creation......
@anirudhakutre4920,Hindi songs is ko popularity di lekin ye rehman ab Hindi bhasha ko kam samjhata hai
@garimagrover1455,In deep hearts we still think they were best couple
@eshikathapa1164,I was in primary school and always wanted to fly like Salman and say tu hi toh meri dost h to my bestfriend😂😂
@banddas2709,Salman khan always great actor in wold 💓💓💞💞💞💞💞💞💞💞💞💞💞💞💞💞💞💞💞💞💞💞💞💞💞💞💞💞💞
@arcade9656,"Tu he meri dost hain and Kaise mujhe tum mil gayi :-
▪︎ Both released in same year 2008
▪︎ Both sung by Benny Dayal and Shreya Ghoshal
▪︎ Both album composed by AR Rahman
▪︎ Both have a Khan in lead
▪︎ Both are masterpiece"
@alinaaktar3696,2022😄😄
@manjulapatro2183,😍😍😍😍😍❤❤❤❤
@nikhilkatotra,I listen these songs to relive those beautiful days and time♥️
@y_a_tanjim2336,9xm & this song... nostalgic mannnnn🥲
@itsnew6278,Aja may hawa pe bithake le chalo tu hi too its Throughout me to my childhood
@Aboutcinema5,"Aaja Main Hawaon Pe Bithake Le Chalun
Tu Hi Toh, Tu Hi Toh Meri Doost Hain
Aaja Main Khalaon Mein Uthake Le Chalun
Tu Hi Toh Meri Doost Hain
Awaaz Ka Dariya Hoon, Behta Hoon Main Nili Raaton Mein
Main Jaagta Rehta Hoon, Neend Bhari Jheel Si Aankhon Mein
Awaaz Hoon Main...
Aaja Main Hawaon Pe Bithake Le Chaloon
Tu Hi Toh, Tu Hi Toh Meri Doost Hain
Aaja Main Khalaon Mein Uthake Le Chaloon
Tu Hi Toh Meri Doost Hain
Raat Mein Chandni Kabhi, Aisi Gungunati Hain
Sunn Zara Lagta Hain Tumse, Awaaz Milati Hain
Main Khayalon Ki Mehek Hoon, Gungunate Hain Saaz Par
Ho Sake Toh Milale, Awaaz Ku Le Saaz Par..
Aaja Main Hawaon Pe Bithake Le Chalun
Tu Hi Toh Meri Doost Hain
Aaja Main Khalaon Mein Uthake Le Chaloon
Tu Hi Toh Meri Doost Hain
Awaaz Ka Dariya Hoon, Behta Hoon Main Nili Raaton Mein
Main Jaagta Rehta Hoon, Neend Bhari Jheel Si Aankhon Mein
Awaaz Hoon Main...
O Kabhi Kehta Hai Saahil, Jahan Shaam Utarti Hain
Kehte Hain Samunder Se, Ek Pari Gujarti Hain
Woh Raat Ki Rani Hain, Sargam Par Chalti Hain
Re Sa Re Sa Re Sa, Sa Re Sa Re Sa Re
Aaja Main Hawaon Pe Bithake Le Chaloon
Tu Hi Toh, Tu Hi Toh Mera Doost Hain
Aaja Main Khalaon Mein Uthake Le Chaloon
Tu Hi Toh Mera Doost Hain
Awaaz Ka Dariya Hoon, Behti Hoon Mein Nilli Raaton Mein
Main Jagti Rehti Hoon, Neend Bhari Jheel Si Aankhon Mein
Awaaz Hoon Main......
Awaaz Hoon Main......"
@jankidas1659,😊😊
@santosh6087,"Benny है इसका सिंगर आज पता चला 
I admire you benny from the bottom of my heart😘😘😘😘😘"
@pritygoswami3598,"No One Can In This World Beat Shreya Ghoshal,s Voice ❣️🔥"
@filmydudereaction1047,I don't like selmon bhai but damm he looks so handsome in this movie❤
@fidachanna4404,SUPERB
@sanskritibhatt3478,2:34  💘💘
@swatiyadav554,P
@arijitsinghdefans5125,Beeny  ki voice Etni achhi hai ab pta chala
@illWhoopyoass,Mai 8 saal ka tha tab ab 21 ka hu yaar life bhut change ho gyi hai ...
@Anonymous-ql9yd,Remember listening to this song in the morning on Red FM while getting ready for school. Class seven. Nostalgia
@adilhussain8674,SalmanKhan looks sooo hundsome in this whole song
@hulkjhonyyt3575,🥺 bachpan ki yaadein taza ho jati hai yr ye sb song sun kr ky din the yr wo golden moments 🥰❤️
@volutionbegins,Dear tum he ho mera sab kuch. Tum he ho meri pheli or akhri ho. Happy birthday to you. Love you so much
@slave6944,The most underrated song ever
@abhimunda2309,A song muje bhi hee mja aya hi
@manikanttyagi1725,This songg when i heard this in radio that timee❣️❣️
@pritpramodpatra8828,Soul Soothing Song 🎵
@icebear935,1:35 😩
@raduangheluta3739,Cu ocazia zilei dumneavoastră de naștere vă urez un an nou plin de bucurii și împliniri cu multă sănătate că este mai bună decât toate viață lungă alături de cei dragi katrina kaif actrița mea preferată minunată și febletea mea indiană la împlinirea frumoasei vârstei de 39 de ani împlinirea tuturor dorintelor multă putere de muncă minte luminată înțelepciune și pace în suflet. Din partea unui admirator fan și spectator drag și fidel.
@HOTSHOTGAMING-eb3ds,Oh man....i was in 5th when this came out..
@laybabenedict,I feel bubbling in my heart when ever I come back to this song🎀
@debasishbhattacharjee3273,I love❤😘 salman khan & Katrina Kaif
@DC11,That time Nostalgia was at its peak😌❤️
@i_am_sadiq_abdullah,I was a kid when I heard this ..... Make me feel happy and sad at the same time 😊
@sujaltayde6754,India most handsome man of 90s and 20s salman megastar
@Abbaskhan-xh6ie,July 2022 lets see how many people are listening to this masterpiece song❤
@mdr8856,that tu muskura songs violin part in this song❤ 3:33 and arrahman part at 4:17 ❤
@garimamanikpuri9030,Magical 🤍✨
@leomessi4985,Yeh song sun k purana waqt yaad ata hai humesha old is gold 😭
@rishithakur7186,Bhai aaj bhi friendzone mai hai... 😢😢
@naziyaakbar8872,Smjho naa Kuch tu samjho naa😊
@harry20101990,Waisy is Time lagta tha Katrina ki shadi sirf salman se hogi kya samay tha
@harry20101990,Played this song thousands of time in my Mp3 player when i was use to go tuition by bicycle
@anjalisinghrathore7234,I love you so much Rohit you are special friend for me always. 😘
@loneryan2147,1:3
@loneryan2147,1.3 best
@tarrannumkhazi7941,Oper oper
@khanfarhan3156,"Nobody
Round 2 hell: 0:42 race 3 ka salman khan"
@saykatsaha6460,"This Kartina was so much pretty, everyone cherished and love and wanted her to be their wife ♥"
@unreal8174,Please 🙏 I want to in my childhood days please god 🙏 please. Aj ke bacho ko to ye music or ye khushi or Bollywood ki aisi movies se door hai .
@mohityo8183,Only 90 s born legend can understand this song.
@mrdash79,Good old days:(
@abhaybhagatofficial2607,Childhood Song When I Was In 2nd ❤️❤️👍
@cuteefu3155,Katrina face 😍
@gunjansingh087,Aajkal aise song sune ko milte hi nhi ... 💯  Best part of this song ...jab Shreya Ghoshal yeah line gaati hai tu hi tou mera dost hai 💛
@ajinraj.v8220,School days 😍😍😑😔😢😢
@techh9171,We want this salman back who did meaning full films.
@jayshrilad1280,Yeah that's what 🤓😎🌈☕🧒 humerous spelling
@faizanhashmi389,This song came in mid 2008 and upload 2-3 year back . Where tips was sleeping ?
@analisa4425,"Beautiful couple, beautiful song. Reminds me of those days when life was calm and tension free. And there was time for movies and music."
@adityakeshari4647,3:23 - 4:15 : Magic
@TheKurze1,Lyricist is Gulzar ...most of them forgot this
@himanshuvardhan8861,Puraane din yad aagaye....that time I was in mba.....miss that time.
@iroaryan2671,❤️❤️💘💘💘 2022
@ddrxdgaming,This song brings back so much memories
@rahuljha2479,Throwback to the simpler times.
@riaazariyanmdmustakali5181,Aaj ke songs to ek bar sune ke bat sunne ke man nahi karta lekin phle ke songs jo bat hai jo hamesha amar rahega
@fpgaming7530,"Yaar Aaj to hame bhi kehna pad raha hai 
Old is Gold"
@ASO_ASHISH,No one is as beautiful as Katrina Kaif ❤️
@kamrankhan-rn8uq,I love you my love
@fullyentertainer2524,Slow motion song super ilike it
@RahulkumarRahulkumar-dy7ud,Nice
@danishkhan-xs9wh,2022 mai kon sun raha hai ye song
@mohanapriya1601,I love Shreya Ghoshal Ma'am songs and I'm huge fan to her 💕😍 melody queen Shreya Ghoshal Ma'am I love you ma'am ❤️ this song is wonderful
@dhananjaymahadule8228,Bachpan mein ye gaana samajh nahi aaya.... Ab ek ek sabd asar kar raha
@technoflickz9898,"Too much nostalgic. Goosebumps all over body. -June, 2022"
@jayharia1665,everything in this song is straight out from a fairy tale.... absolute beautiful
@ayeshaaktherayesha8828,who listening these song in 2020..they are legend❤😢
@ndmnademshaikh86,love love love
@reemaazrazeen9095,Man magic music ond and only
@vinayaknair3091,Who all are listening to this masterpiece in 2022❤️
@aniketaich7083,"4:15 When the legend makes his entry , AR Rahman 🖤"
@rajeevbr7860,"4:15 ARR has sang, but not mentioned for singing credits"
@surbhi2460,"This music video is true representation of what I feel while listening to this song 
Truly a masterpiece ✨✨"
@donabiswas6266,So basically salmon bhai has never been ugly
@saurabhupadhyay5452,When i was 5 to 6 year old i was listening this song during my school hour and that time and day my grandmother was died so I never forget this song it's memorable.❤️❤️❤️
@gulfarozpatel6824,👻
@meghabhati5161,❤️❤️
@salehansar87,The beat in background 😫😫😫❣️❣️❣️❣️ NOSTALGIAA
@BeingAveek,"Salman sir and Katrina mam's chemistry is so cute.
Love You Bhaijaan
May God Allah Bhagwan Bless You. Stay Happy And Healthy Blessed. Love you Salman Sir."
@aftabahmed7645,"Suddenly this song come into my mind.....

And now here Iam"
@brainaxebabun9219,Tuhi to meri dost hy💙
@imindian4608,"music,lyrics , singing aur uss par salman and Katrina perfect combination 😇🥰😘.. 
old is really gold👌👌"
@faizankamrann,Ahhh after 10 years i heard this song soo much memories with this song when i was 10 i use to play this song in my corolla 2008😍😍😍😍✌✌✌
@ayaan6577,Thinking about this song and how attractive Salman Khan looks even in his 40s
@isemustafayev6410,Nice songggg❤️
@alexa6095,Kon 2022 Mai sun Raha hai.
@joyjuss,Kya Handsome tha Salman khan 😍 👍 Isse kehte hain Hero 💪❤️
@jaspreetjaspreetkour6138,😘😘 my beast 🎵
@imrantahasildar2443,Awesome song 🥰
@Soulmu99,I was studying and suddenly this song striked me and now I am getting goosebumps while listening to this song❤️
@seemabhabar6305,Kisi khaas ne Dedicate Kiya tha song 😇 Aaj playlist Dekhi to Yaad aa gya yeh 😂😭😍 Beautiful song 💓 NN 🤗 miss you Yara ✨💙
@praneshghogale4598,"I am listening this song in 4 th standard.. No phone, No social media.  Now, I am 23. Life being sucks 😂"
@ShahidShaikh-oh4uq,I Love Salman Khan Bhi ❤️❤️❤️❤️
@dipaksikder3664,Muja toh laga tha yahe akshay sir ka music per nikla salman khan wala🤣😂😂😂
@mosabali78,"Madho,  u r my best friend, miss u madho"
@i_m_zeeshumzj3515,2022 wale aajao
@saniyamemoniverybigfean7763,Phir kuch hoga salman Khan yad rakh na jhut ko saza milna chiye Allah k such pr ana hota hai bapp ka raj nahi hai
@shreyajha9722,"Let's see how many legend in 2022,💗💝"
@amritkakraliyayadav3837,Tears op 😳🥺
@keepshine1213,"I don't know ...How did such a beautiful movie not hit....It should have been superhit ♥️♥️🌸🌸what beautiful location , story and with handsome salman and beautiful katrina."
@keepshine1213,Most handsome salman ..And we can see the beauty of katrina in this film... Actually mujhe katrina is movie m sbse khubsurat lgti h♥️♥️
@sharminshajnin5229,Their chemistry was too good 💔
@FaizanKhan-mh6ip,Looking so awesome song sir 😘😘😘😘😘😘😘😘😘😘😘😘😘
@The-wi6nk,👣👣🪶🦋
@ankugreat5373,This song is gold😍😍😍
@salmanxnisha7835,❤️❤️
@moi1057,I don't know i was very little living in rent house with my parents . One day they played this song and it just really remained in me it's time. I always sang it without knowing any lyrics. Today I decided to find it with only the the words that i remembered meri dosti hein. Yeah I thought it was dosti but now i understood it's dost. Well I will show it to my father today
@vishg.1533,"2008 9xm era is another level era💔
When I was in 5th std and I remember Everytime I wake up in the morning nd see my elder brother already watching 9xm and listen this masterpiece 💗💟
Missing old days"
@sharminshajnin5229,My childhood 💔😞😔😭
@arravbhatt1643,Music to chura liya.. awaj aur sur kaise churaoge  hahaha
@daemon2662,Hey. Sup?
@bikimandal813,Love dis  song 💗😗
@monmajhiabegmon3820,Love is eternal...love is life
@ataifkhan1160,What a great vfx 🤣
@iitajglow2631,Kk is not more 😭😭😭😭 one an only my best singer
@ayannewguwahati4193,Like you salnan khan
@gurpreetkaur3336,Ssooo Beautiful
@prachi706,"Aja mai hawaon pe bitha ke le chalu 😂😂 
Le me : doremon hai kya tu? 😂"
@smartthings2514,Unbelievable what a memorable 😍 song that was
@wajeerehman9044,Songs of today time cant be compared to this ❣️🥵
@nageshwaridevi8018,NOSTALGIA!!❤️✨
@25dinmepaisadouble14,i was 16 years old when this movie released now am 32  ....😭😭😭
@raufgondal6121,It wasn't recommended. I searched it 💕💕
@jayantsable3606,Stranger's you are not alone here welcome aboard to beautiful old days .... ❤️❤️
@riyadelorez6604,"Dont Worry ,i Will Stay with you because i love you💓💞💋💋"
@tekulemanish_,"AR RAHMAN MUSIC IS OTHER LEVEL 🥺❤️
GULZAR LYRICS
HATT OFF BOTH OF YOU !"
@reviewbynonay3107,Achanak Yaad Aagaya 😊😊😊
@bw2806,Beautiful song! ♡
@scorpus_gaming,"When ever I listen 
I just go back in life and feel what i was doing at that time and I just feel the smell how it use to"
@ECLIPxx,Official friend zone song.
@SandeepSingh-qi3bg,superb
@aniruddhasen8166,Ufff ✨
@pratikchhaganakar736,This song is so fresh ❤
@NamasteyIndia1,Those Listening to this beautiful song I can surely say you have very Good Taste of music .Let me See how many Teenagers are Listening this song....
@sarthakgautam9106,Always favourite salman 💯👍🏻❤️
@melanasrin1751,Rohima sultana rita
@melanasrin1751,Kotoaalii thana
@melanasrin1751,CTV foyej lake
@melanasrin1751,Chottogram betar
@melanasrin1751,Mina nasrin
@melanasrin1751,Cinemetography
@melanasrin1751,Shining star school
@melanasrin1751,Ganta vua porche
@beherasubhasubha4149,Oh my god it really take me to a different world of love❤❤
@user-iz2iv1nt4d,This movi name plz
@aatmaja3,This song is ♾️
@kailashale3065,Benny's gr8 voice
@crictech6868,Apne time pr Salman Khan bohot hi zayda good looking tha 🔥🔥
@gautamgupta7994,"💞† The most awesome heart touching song of my life relatable💕❤💙
@ Tu hi to merii dost h.👩🏻‍🤝‍👨🏻👩🏻‍❤️‍👨🏻😊😊 ꒐ ꒒ꄲ꒦ꏂ❤ ꂵꌦ ꃳꏂꇙ꓄ꏂꇙ꓄ ꊰꋪ꒐ꏂꋊ꒯ ꋬꋊꍌꏂ꒒😘 ꓄꒤ ꁝ꒐ ꓄ꄲ ꂵꏂꋪ꒐ ꒯ꄲꇙ꓄ ꁝꋬ꒐💙😊😊"
@dhiraj2068,Mera pas us tim ik i pod tha sony ka 4 gb  usy se sunta tha bata nhi sakta kya time tha but afsos ab nhi wapas aa sakata wo  time
@txichunt9135,✨ Any 1995 Kid
@hasnainsheikh1273,Bhai jaan 🖤❤️‍🔥❤️‍🔥
@KuldeepKumar-jv8ny,Pukprmumcskgk
@KuldeepKumar-jv8ny,Ourmscnglckgk
@KuldeepKumar-jv8ny,Bumwbuttllhaksgk
@KuldeepKumar-jv8ny,Feerckgk
@KuldeepKumar-jv8ny,Bkthulkgk
@KuldeepKumar-jv8ny,Dhtulljbcskgk
@KuldeepKumar-jv8ny,Dhukluxcumsgk
@avishekbhowmick9499,"Nostalgia 🥰🥰
Who are listening to this, in 2022???"
@affaquealam9370,I love song 😘😘
@prakashsaroj956,Katrina kaif looks so mesmerizing 💕❤️😚
@UmairSajid,"Islamabad mein night drives and listening to it on the old CD players in the car !!
What memories"
@iamrizsai,Just here for First 10 seconds OoOoooO......
@siddanthbilgundi9264,"Remember my dr.aunty every single time when I listen to this..wish she could listen to this again😔..
Miss you aunty"
@faizanali2618,This couple was a thing in 2000s.
@Maria96529,mah feV SoNg 🎶🎶🎶🥰
@komalgawai1844,"I am not ignoring you ,i know we are best friend's but yaa I feel jealous when you talk to someone else, i don't know but I am not in love i m waiting for you ok meri JAAN ❤️💜"
@anujsoni1986,"Happy married life sakshi  ..god bless u....miss u yaar...be happy always..
Best memories...RANKER"
@Yash78996,Mein 2022 mein dekh rha hu aur mein 20's ka ladka hu lgta hai ki 90's mein ye gaana mere liye hai 🤧🤧 emotional 😭
@prashantpawar5159,"This song dedicated my mom ...🥺😘❤ love you mom, miss you. ।"
@sanashaikh4127,Beautiful song
@Ibrahim_652,1:58
@sohanasoha4290,After soo long...bt feels like same before as... Missing old days
@aftabansari5850,Aa jaa ....... very beautiful composition.
@crudybeagle,kingkhan srk the biggest
@saurabhdubey952,"That song was very close to me that time I was fall in love first time and she leave me out and I was very upset ,said ..and that movie was newly released and Dhoom of that song I always play that song while take of from office to me home really missed that song and all memories are comming whenever listen this song"
@vatsalpatel1425,Yar what a heart touching song so emotional gives me goosebumps✨✨❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️
@kganesh8119,A. R. Rehman se bada aur koi sangeet ka jaadugar nahi iss desh me....👆❤❤❤❤
@amyy0025,AR Rahman ‘s peak era
@ZK100rider,This song my favorite😍💕
@PriyaSingh-fz1hf,Boys. After making you fall for them .....
@mayanksharma3843,ye song main jb sunta jb main gym me hota tha .....purani yaaden taja ho gai
@KuldeepKumar-jv8ny,Call by phone autklhjlcsumhironnygk
@KuldeepKumar-jv8ny,Tunapcsdhuonewqks
@KuldeepKumar-jv8ny,Bhagyashree
@KuldeepKumar-jv8ny,Tips for Levi’s
@KuldeepKumar-jv8ny,Soatlhjkducthgk
@KuldeepKumar-jv8ny,Sorry Ronny call mhewvoysrukgk
@aditiiii_,"So I came here to listen this song because early in the morning,the weather felt so good.I reached school and suddenly this song came up in my mind so I asked my friends if they can help my complete the lyrics.They also couldn't remember at once but one of my friend helped me a bit.And now i searched up for this song and here I am!"
@tanmaydchavan1210,Love This Song From Bottom Of My Heart ❤️Still Listening In May 2022😘
@fan6205,Benny Dayal has sung Aaja me hawaon me and kaise mujhe tum milgayi
@shubhamanki7719,Mai b4u music se aya hu insta se nhi🙂
@afifamotahhara4214,My favourite ❤️❤️❤️❤️
@manalishadas2421,Katrina kaif looking  like princess in this song 👰❤💫
@riyabiswakarma1531,Nice
@MdRizwan-zz4xh,Through back ✨❤️
@NikhilKumar-wo5cd,Silent love 💞
@razaraufrazarauf3045,2022 me kon kon yeh sun rha ha.😋
@takahashilubale7936,🖤🥀
@nimrose-ali-jiwani-agarwal,This song is so gay lol
@arjyaloganpaul5632,"""Woh raat ki rani hai
Sargam par chalti hai..""

Gulzar. Uff."
@arjyaloganpaul5632,"20 rupaye ki CD khareeda tha sirf is ek gaane ke liye.
Winamp pe chalata tha, PC mein.

Good old days."
@aanshg3807,Shreya+ A.R.R= 🔥😍💓😊
@Stubborn991,Old is not gold it's diamond
@deepika4803,4:17
@vikaskambleofficial,👌👌👌👌👌❤❤👰👰👌👌😁😁☺️😁💑💑
@farihachowa2202,Cant give up on this masterpiece ❤️
@mangeshlanke2964,O.02 wow.....man ....kya Banda hain kya eyes hain...koi etana khubsurat kaise ho sakata hain yarr ... Hadd hain khubsurti ki
@darakshaali2355,Amazing👍😍🤩 music🎶
@mayankblogs5909,Mai bachpan me ek kaife me vice City khelne jata th wha hamesha yh gana chlta rhta th
@niteshgupta6927,Samaan khan is True Gem
@PankajSharma-bi8wy,Ohgodssays
@atiq-ur-rehman2955,"Beautiful song , actors and  the place"
@sunnyjoganah4091,"My mum took my brother and I,in Kevin and Preety's car to a special place in Australia to explain the meaning of family and of this song."
@hardippatel7009,"Except Sallu, the whole song is gem"
@samikshasarraf1484,Anyone feeling relaxed while listening to this masterpiece ❤️
@roniljariwala7228,Kitna mst romantic song hai. Ab Bollywood ko aise song ki jarurat hai
@Enter10_vibes,Old is Gold.❤
@PrinceSharma-jn3ii,Shreya Ghoshal 🙂
@PrinceSharma-jn3ii,Benny Dayal 🙂
@mikehussain3494,"Benny Dayal, shreya Ghoshal with Ar Rahman always top notch combination ...my favourite part is 2:58 ..what a voice, music, rhythm, sound, next level peace and enjoyment , ears filled with Juices...! 💯💯💗💗💗💗"
@ayankumargarai3916,"Whenever I play this song I become emotional from the very beginning of this song...I don't know the reason...I don't know what kind of addiction this is🥺 Legend AR Rahman, Benny Dayal & Shreya Ghoshal ❤"
@bshadowgaming4741,Like vo is listening in 2022 ❤️❤️❤️❤️❤️❤️❤️
@SandeepSharma-vv9qy,aaja mai lunda mai bithake le chaloo 😂😂😂
@anuragkumar-fm7hc,Movie was CRAP bt its songs are GOLD 😍
@thecreativemindvlogs,BRIGHTER day ❤️
@nisargpandya4407,2022🎉 still Rocking Salman khan ❤
@Vj45268,Fm😃
